sigla,nombre,creditos,busqueda
AGC1245,Vitivinicultura,9,vitivinicultura
AGC2000,Fundamentos Producción Vegetal,9,fundamentos produccion vegetal
AGC2001,Práctica Profesional Ciencias Vegetales,4,practica profesional ciencias vegetales
AGC202,Principios de Mejoramiento Genetico (AGC202),10,principios de mejoramiento genetico (agc202)
AGC203,Producción de Flores y Ornamentales (AGC203),10,produccion de flores y ornamentales (agc203)
AGC204,Mecanización (AGC204),10,mecanizacion (agc204)
AGC205,Horticultura (AGC205),10,horticultura (agc205)
AGC2050,Práctica Profesional II Fitotecnia,6,practica profesional 2 fitotecnia
AGC2051,Práctica Profesional II Frutales,6,practica profesional 2 frutales
AGC2052,Práctica Profesional Ciencias Vegetales (AGC2052),6,practica profesional ciencias vegetales (agc2052)
AGC206,Producción de Cultivos (AGC206),10,produccion de cultivos (agc206)
AGC207,Producción de Cultivos Extensivos,10,produccion de cultivos extensivos
AGC208,Producción de Semillas (AGC208),10,produccion de semillas (agc208)
AGC209,Comprendiendo la Agricultura y sus Desafíos,10,comprendiendo la agricultura y sus desafios
AGC210,Patología de Cultivos (AGC210),10,patologia de cultivos (agc210)
AGC211,Entomología de Cultivos (AGC211),10,entomologia de cultivos (agc211)
AGC2166,Malezas y Principios de Control,9,malezas y principios de control
AGC2170,Biología de Malezas y Estrategias,9,biologia de malezas y estrategias
AGC2180,Agroclimatología (AGC2180),9,agroclimatologia (agc2180)
AGC220,Flora Nativa (AGC220),10,flora nativa (agc220)
AGC2201,Postcosecha de Frutales,9,postcosecha de frutales
AGC2203,Postcosecha de Cultivos y Hortalizas,9,postcosecha de cultivos y hortalizas
AGC2210,Frutales Hoja Caduca,9,frutales hoja caduca
AGC2211,Frutales Hoja Persistente,9,frutales hoja persistente
AGC2212,Viticultura (AGC2212),9,viticultura (agc2212)
AGC2215,Frutales Menores (AGC2215),9,frutales menores (agc2215)
AGC2220,Cereales,9,cereales
AGC2221,Cultivos Industriales,6,cultivos industriales
AGC2222,Horticultura (AGC2222),9,horticultura (agc2222)
AGC2223,Leguminosas de Grano,6,leguminosas de grano
AGC2226,Producción de Cultivos I,9,produccion de cultivos 1
AGC2227,Producción de Cultivos II,9,produccion de cultivos 2
AGC2230,Vinificación (AGC2230),9,vinificacion (agc2230)
AGC2231,Enología,9,enologia
AGC2232,Enología II (AGC2232),9,enologia 2 (agc2232)
AGC2233,Principios de Mejoramiento Genetico (AGC2233),6,principios de mejoramiento genetico (agc2233)
AGC2235,Producción de Semillas (AGC2235),9,produccion de semillas (agc2235)
AGC2240,Patología de Cultivos (AGC2240),9,patologia de cultivos (agc2240)
AGC2241,Patología Frutal (AGC2241),9,patologia frutal (agc2241)
AGC2243,Maquinaria Agricola II,6,maquinaria agricola 2
AGC2244,Tecnología de la Fruta,9,tecnologia de la fruta
AGC2250,Entomología de Cultivos (AGC2250),9,entomologia de cultivos (agc2250)
AGC2251,Entomología Frutal (AGC2251),9,entomologia frutal (agc2251)
AGC2257,Fundamentos de Fertilidad Cultivo,9,fundamentos de fertilidad cultivo
AGC2260,Mejoramiento de Plantas,9,mejoramiento de plantas
AGC2262,Fundamentos de Riego,9,fundamentos de riego
AGC2266,Herbicidas y Control de Malezas,6,herbicidas y control de malezas
AGC2270,Factores de Crecimiento y Desarro,9,factores de crecimiento y desarro
AGC2281,Flora Nativa (AGC2281),9,flora nativa (agc2281)
AGC2300,Seminario I Fitotecnia,3,seminario 1 fitotecnia
AGC2301,Seminario II Fitotecnia,3,seminario 2 fitotecnia
AGC2310,Seminario Frutales,3,seminario frutales
AGC2400,Estudios Dirigidos Fitotecnia,3,estudios dirigidos fitotecnia
AGC2410,Estudios Dirigidos Frutales,3,estudios dirigidos frutales
AGC250,Manejo de Cespedes,10,manejo de cespedes
AGC260,Manejo y Diseño del Paisaje (AGC260),10,manejo y diseno del paisaje (agc260)
AGC261,Material Vegetal y Diseño de Parques y Jardines,10,material vegetal y diseno de parques y jardines
AGC262,Manejo del Paisaje,10,manejo del paisaje
AGC303,Biología y Manejo de Malezas (AGC303),10,biologia y manejo de malezas (agc303)
AGC304,Nutrición de Cultivos (AGC304),10,nutricion de cultivos (agc304)
AGC306,Postcosecha de Cultivos (AGC306),10,postcosecha de cultivos (agc306)
AGC307,Producción de Cultivos Extensivos (AGC307),10,produccion de cultivos extensivos (agc307)
AGC308,Horticultura (AGC308),10,horticultura (agc308)
AGC310,Sistemas Intensivos de Producción Vegetal,10,sistemas intensivos de produccion vegetal
AGC3100,Fisiología de Plantas Frutales,15,fisiologia de plantas frutales
AGC311,Producción de Flores y Ornamentales (AGC311),10,produccion de flores y ornamentales (agc311)
AGC3110,Relación Suelo Planta Agua,12,relacion suelo planta agua
AGC312,Biología y Producción de Semillas,10,biologia y produccion de semillas
AGC3120,Física de Suelos,9,fisica de suelos
AGC313,Principios de Mejoramiento Genetico (AGC313),10,principios de mejoramiento genetico (agc313)
AGC3130,Química de Suelos,9,quimica de suelos
AGC314,Entomología de Cultivos (AGC314),10,entomologia de cultivos (agc314)
AGC3140,Tópicos Especiales I,10,topicos especiales 1
AGC315,Patología de Cultivos (AGC315),10,patologia de cultivos (agc315)
AGC316,Nutrición de Cultivos (AGC316),10,nutricion de cultivos (agc316)
AGC317,Biología y Manejo de Malezas (AGC317),10,biologia y manejo de malezas (agc317)
AGC318,Biotecnología Agropecuaria,10,biotecnologia agropecuaria
AGC319,Diseño y Manejo del Riego para Cultivos,10,diseno y manejo del riego para cultivos
AGC3200,Fruticultura Avanzada,15,fruticultura avanzada
AGC321,Agricultura Orgánica (AGC321),10,agricultura organica (agc321)
AGC322,Ciencia de Plaguicidas e Interacciones Ambientales,10,ciencia de plaguicidas e interacciones ambientales
AGC3220,Tecnologías de Riego,15,tecnologias de riego
AGC3230,Tecnología de Fertilizantes,15,tecnologia de fertilizantes
AGC3240,Tópicos Especiales II,10,topicos especiales 2
AGC326,Infraestructura Verde,10,infraestructura verde
AGC3266,Modos de Acción de Herbicidas,6,modos de accion de herbicidas
AGC3300,Biotecnología de Postcosecha,15,biotecnologia de postcosecha
AGC3320,Proyectos de Riego,15,proyectos de riego
AGC3330,Nutrición de Cultivos (AGC3330),15,nutricion de cultivos (agc3330)
AGC3400,Seminario de Fruticultura,5,seminario de fruticultura
AGE102,Gira de Estudios en Economía Agraria,0,gira de estudios en economia agraria
AGE1061,Operaciones Aplicadas Agrícolas VI,6,operaciones aplicadas agricolas 6
AGE1113,Métodos de Investigación Agricola I,9,metodos de investigacion agricola 1
AGE2000,Práctica Profesional I,6,practica profesional 1
AGE2010,Práctica Profesional de Economía Agraria,3,practica profesional de economia agraria
AGE201E,Rural Development,10,rural development
AGE204,Desarrollo Rural,10,desarrollo rural
AGE205,Comercialización Agropecuaria (AGE205),10,comercializacion agropecuaria (age205)
AGE206,Introducción a la Economía Ambiental y de los Recursos Naturales,10,introduccion a la economia ambiental y de los recursos naturales
AGE207,Economía Agraria y Ambiental,10,economia agraria y ambiental
AGE2113,Métodos Investigación Agricola II,9,metodos investigacion agricola 2
AGE2120,Gestión de Operaciones (AGE2120),9,gestion de operaciones (age2120)
AGE2160,Economía Agraria Chilena,9,economia agraria chilena
AGE2161,Economía Aplicada,9,economia aplicada
AGE2170,Administración Empresas Agropecuarias I,9,administracion empresas agropecuarias 1
AGE2210,Desarrollo Económico de la Agricultura (AGE2210),9,desarrollo economico de la agricultura (age2210)
AGE2213,Análisis de Regresión,9,analisis de regresion
AGE2230,Métodos Cuantitativos en Economía Agraria I,9,metodos cuantitativos en economia agraria 1
AGE2240,Comercialización Productos Agropecuarios,9,comercializacion productos agropecuarios
AGE2250,Producción y Toma de Decisiones,9,produccion y toma de decisiones
AGE226,Derecho de Aguas,10,derecho de aguas
AGE2260,Derechos de Agua,9,derechos de agua
AGE2270,Administración de Empresas Agropecuarias II,9,administracion de empresas agropecuarias 2
AGE2275,Evaluación de Proyectos Agropecuarios,9,evaluacion de proyectos agropecuarios
AGE2300,Seminario Economía Agraria,3,seminario economia agraria
AGE2360,Economía Recursos Naturales I,9,economia recursos naturales 1
AGE237,Sistemas de Información para la Gestión Agroindustrial,10,sistemas de informacion para la gestion agroindustrial
AGE2500,Práctica Profesional de Economía Agraria (AGE2500),4,practica profesional de economia agraria (age2500)
AGE259,Comercialización Internacional de Fruta Fresca,10,comercializacion internacional de fruta fresca
AGE2900,Seminario y Proyecto de Título,9,seminario y proyecto de titulo
AGE300,Gestión de Recursos Humanos,10,gestion de recursos humanos
AGE303,Estrategia Empresarial (AGE303),10,estrategia empresarial (age303)
AGE304,Gestión de Operaciones (AGE304),10,gestion de operaciones (age304)
AGE305,Economía de los Recursos Naturales I (AGE305),10,economia de los recursos naturales 1 (age305)
AGE305E,Environmental and Natural Resource Economics,10,environmental and natural resource economics
AGE306,Desarrollo Económico de la Agricultura (AGE306),10,desarrollo economico de la agricultura (age306)
AGE307,Análisis de Decisiones (AGE307),10,analisis de decisiones (age307)
AGE308,Comercialización Agropecuaria (AGE308),10,comercializacion agropecuaria (age308)
AGE309,Mercados Agrícolas,10,mercados agricolas
AGE312,Políticas Agrarias,10,politicas agrarias
AGE313,Economía Ambiental,10,economia ambiental
AGE315,Gestión de Operaciones (AGE315),10,gestion de operaciones (age315)
AGE316,Gestión de Recursos Humanos (AGE316),10,gestion de recursos humanos (age316)
AGE317,Análisis de Decisiones (AGE317),10,analisis de decisiones (age317)
AGE318,Desarrollo Rural (AGE318),10,desarrollo rural (age318)
AGE319,Economía Regional,10,economia regional
AGE320,Economía de Recursos Naturales,10,economia de recursos naturales
AGE321,Transformación Digital en el Agronegocio,10,transformacion digital en el agronegocio
AGE335,Gestión de Sistemas Agroalimentarios,10,gestion de sistemas agroalimentarios
AGE336,Contexto Macroeconomico para la Agricultura,10,contexto macroeconomico para la agricultura
AGE3360,Economía de Recursos Ambientales,9,economia de recursos ambientales
AGE3375,Desarrollo de Negocios,9,desarrollo de negocios
AGE338,Manejo de Datos y Análisis Multivariado,10,manejo de datos y analisis multivariado
AGE3395,Recursos Humanos,9,recursos humanos
AGF101,Gira de Estudios Fruticultura y Enología,0,gira de estudios fruticultura y enologia
AGF1051,Operaciones Aplicadas Agrícolas V,6,operaciones aplicadas agricolas 5
AGF2000,Práctica Profesional Fruticultura,6,practica profesional fruticultura
AGF201,Fruticultura (AGF201),10,fruticultura (agf201)
AGF203,Frutales Menores (AGF203),10,frutales menores (agf203)
AGF209,Patología Frutal (AGF209),10,patologia frutal (agf209)
AGF212,Entomología Frutal (AGF212),10,entomologia frutal (agf212)
AGF2201,Postcosecha de Frutales (AGF2201),9,postcosecha de frutales (agf2201)
AGF2210,Frutales Hoja Caduca (AGF2210),9,frutales hoja caduca (agf2210)
AGF2211,Frutales Hoja Persistente (AGF2211),9,frutales hoja persistente (agf2211)
AGF2212,Viticultura (AGF2212),9,viticultura (agf2212)
AGF2215,Frutales Menores (AGF2215),9,frutales menores (agf2215)
AGF2230,Taller de Vinificación y Analítica del Vino (AGF2230),6,taller de vinificacion y analitica del vino (agf2230)
AGF2231,Enología I (AGF2231),9,enologia 1 (agf2231)
AGF2233,Vinificación (AGF2233),9,vinificacion (agf2233)
AGF2234,Enología II (AGF2234),9,enologia 2 (agf2234)
AGF2240,Taller de Evaluación Sensorial y Enología,9,taller de evaluacion sensorial y enologia
AGF2241,Patología Frutal (AGF2241),9,patologia frutal (agf2241)
AGF2244,Tecnología de la Fruta (AGF2244),9,tecnologia de la fruta (agf2244)
AGF2251,Entomología Frutal (AGF2251),9,entomologia frutal (agf2251)
AGF2256,Fertilizante y Nutrición Frutal,9,fertilizante y nutricion frutal
AGF2265,Protección de Plantas Frutales,6,proteccion de plantas frutales
AGF2310,Frutales Hoja Caduca II,9,frutales hoja caduca 2
AGF2605,Bioquímica de los Alimentos,9,bioquimica de los alimentos
AGF261,Tecnología de la Fruta (AGF261),10,tecnologia de la fruta (agf261)
AGF2610,Microbiología de Alimentos,9,microbiologia de alimentos
AGF2611,Microbiología de Alimentos (AGF2611),6,microbiologia de alimentos (agf2611)
AGF2620,Operaciones Unitarias Proceso Alimentos,9,operaciones unitarias proceso alimentos
AGF2650,Control de Calidad de Alimentos,9,control de calidad de alimentos
AGF2670,Laboratorio de Alimentos,5,laboratorio de alimentos
AGF300,Viticultura (AGF300),10,viticultura (agf300)
AGF301,Vinificación (AGF301),10,vinificacion (agf301)
AGF302,Frutales de Hoja Caduca I,10,frutales de hoja caduca 1
AGF303,Enología I (AGF303),10,enologia 1 (agf303)
AGF304,Frutales de Hoja Persistente (AGF304),10,frutales de hoja persistente (agf304)
AGF305,Taller de Vinificación y Analítica del Vino (AGF305),10,taller de vinificacion y analitica del vino (agf305)
AGF306,Nutrición y Fertilización Frutal (AGF306),10,nutricion y fertilizacion frutal (agf306)
AGF307,Postcosecha de Fruta (AGF307),10,postcosecha de fruta (agf307)
AGF308,Enología II (AGF308),10,enologia 2 (agf308)
AGF309,Taller de Evaluación Sensorial,10,taller de evaluacion sensorial
AGF310,Frutales de Hoja Caduca II,10,frutales de hoja caduca 2
AGF311,Tecnología de Riego (AGF311),10,tecnologia de riego (agf311)
AGF312,Viticultura (AGF312),10,viticultura (agf312)
AGF321,Agricultura Orgánica (AGF321),10,agricultura organica (agf321)
AGF322,Métodos Integrados en Protección Vegetal,10,metodos integrados en proteccion vegetal
AGF323,Nutrición y Fertilidad Frutal,10,nutricion y fertilidad frutal
AGF324,Diseño y Manejo de Riego en Frutales y Viñas,10,diseno y manejo de riego en frutales y vinas
AGF325,Viticultura (AGF325),10,viticultura (agf325)
AGF326,Vinificación (AGF326),10,vinificacion (agf326)
AGF327,Frutales de Hoja Caduca I (AGF327),10,frutales de hoja caduca 1 (agf327)
AGF328,Frutales de Hoja Persistente (AGF328),10,frutales de hoja persistente (agf328)
AGF329,Poscosecha de Frutas,10,poscosecha de frutas
AGF330,Propagación de Plantas,10,propagacion de plantas
AGF331,Química y Microbiología del Vino,10,quimica y microbiologia del vino
AGF332,Procesamiento del Vino,10,procesamiento del vino
AGF333,Evaluación Sensorial,10,evaluacion sensorial
AGF334,Analítica de Vino y Alimentos,10,analitica de vino y alimentos
AGF335,Cerveceria y otras Bebidas Fermentadas,10,cerveceria y otras bebidas fermentadas
AGF337,Entomología Frutal (AGF337),10,entomologia frutal (agf337)
AGF338,Taller de Fermentaciones,10,taller de fermentaciones
AGF339,Frutales de Hoja Caduca II (AGF339),10,frutales de hoja caduca 2 (agf339)
AGG401,Nutrición Animal,12,nutricion animal
AGL007,Taller de Biohuerto,5,taller de biohuerto
AGL008,Taller de Apicultura,5,taller de apicultura
AGL009,Taller de Excel,5,taller de excel
AGL010,Desafíos de la Agricultura (AGL010),5,desafios de la agricultura (agl010)
AGL011,Sistemas de Información Geográfica,5,sistemas de informacion geografica
AGL012,Biodiversidad Vegetal,5,biodiversidad vegetal
AGL014,Espiritu Emprendedor (AGL014),5,espiritu emprendedor (agl014)
AGL015,Tópicos Administración Agroindustrial (AGL015),5,topicos administracion agroindustrial (agl015)
AGL016,Manejo de Cultivos (AGL016),5,manejo de cultivos (agl016)
AGL017,Manejo de Especies Frutales (AGL017),5,manejo de especies frutales (agl017)
AGL018,Manejo de Especies Animales (AGL018),5,manejo de especies animales (agl018)
AGL019,Practicas de Ecología Forestal,5,practicas de ecologia forestal
AGL021,Morfología de Plantas Agronomicas,5,morfologia de plantas agronomicas
AGL022,Taller de Mecanización,5,taller de mecanizacion
AGL023,From Climate Risk to Sustainability: Perspectives from Chile and Latín América,5,from climate risk to sustainability: perspectives from chile and latin america
AGL024,Desafíos de la Vida Profesional,5,desafios de la vida profesional
AGL025,Taller de Elaboración de Cerveza,5,taller de elaboracion de cerveza
AGL030,Taller de Sistemas Agrícolas y Forestales I,5,taller de sistemas agricolas y forestales 1
AGL040,Taller de Sistemas Agrícolas y Forestales II,5,taller de sistemas agricolas y forestales 2
AGL060,Taller 3,5,taller 3
AGL070,Taller 4,5,taller 4
AGL090,Taller 5,5,taller 5
AGL100,Práctica de Verano 1 (AGL100),0,practica de verano 1 (agl100)
AGL102,Enfrentando la Pobreza (AGL102),10,enfrentando la pobreza (agl102)
AGL110,Suelos y Fertilidad (AGL110),10,suelos y fertilidad (agl110)
AGL111,Agua y Riego (AGL111),10,agua y riego (agl111)
AGL120,Gestión Medio Ambiental (AGL120),10,gestion medio ambiental (agl120)
AGL150,Práctica de Licenciatura,0,practica de licenciatura
AGL200,Práctica de Verano II,0,practica de verano 2
AGL202,Ecología Agropecuaria (AGL202),10,ecologia agropecuaria (agl202)
AGL204,"Principios de Procesamiento, Calidad e Inocuidad de Alimentos",10,"principios de procesamiento, calidad e inocuidad de alimentos"
AGL210,Fisiología de Producción Vegetal (AGL210),10,fisiologia de produccion vegetal (agl210)
